time_s,Cs1_pF,Cs2_pF,lambda,innovation_scalar,local_ls_Cs1_pF,local_ls_Cs2_pF,E_in,E_quad,base_in,base_in_candidate,base_in_increment_candidate,base_in_increment_applied,evidence_ratio_base,evidence_ratio_quad,evidence_background_excess,evidence_phase_weight,fault_evidence_score,update_weight,delta_c_local_1,delta_c_local_2,delta_c_m2_raw_1,delta_c_m2_raw_2,delta_c_raw_1,delta_c_raw_2,delta_c_after_rate_1,delta_c_after_rate_2,delta_c_applied_1,delta_c_applied_2,delta_c_suppressed_1,delta_c_suppressed_2,delta_c_information_suppressed_1,delta_c_information_suppressed_2,delta_c_rate_suppressed_1,delta_c_rate_suppressed_2,delta_c_projection_suppressed_1,delta_c_projection_suppressed_2,J_increment_norm_raw,J_increment_norm_applied,h_increment_norm_raw,h_increment_norm_applied,rate_limit_active,projection_active,m4_evidence_valid,fault_direction_candidate_1,fault_direction_candidate_2,direction_candidate_valid,cos_local_fault,cos_raw_fault,delta_c_parallel_1,delta_c_parallel_2,delta_c_perpendicular_1,delta_c_perpendicular_2,R_condition_number,J_11,J_12,J_21,J_22,h_1,h_2,J_increment_raw_11,J_increment_raw_12,J_increment_raw_21,J_increment_raw_22,J_increment_applied_11,J_increment_applied_12,J_increment_applied_21,J_increment_applied_22,h_increment_raw_1,h_increment_raw_2,h_increment_applied_1,h_increment_applied_2,forced_update_weight_active,direction_diagnostics_enabled
0.91998,9.99443069624131,10.0463787840583,0.937808275752634,0.0257041457291532,9.88335392766744,10.0525187697947,0.000926182304080505,9.1406842842557e-06,0.000933255165607962,0.000933255165607962,-1.07708551179593e-07,-1.07708551179593e-07,0.992306775555728,101.325270106233,0,1,0,1,-0.128322003709972,0.00714430230999952,-0.0172452351360963,0.00100431657362954,-0.0172452351360963,0.00100431657362954,-0.0172452351360963,0.00100431657362954,-0.0172452351360963,0.00100431657362954,0,0,0,0,0,0,0,0,1.99871849706669e-06,1.99871849706669e-06,2.40540323555597e-05,2.40540323555597e-05,0,0,1,-0.964422000806957,0.264367555421411,1,0.977626618105496,0.978160708563336,-0.0162960245767116,0.00446706957828395,-0.00094921055938468,-0.00346275300465441,1.66666666666668,1.77293509805358e-05,4.43148055887491e-06,4.43148055887491e-06,1.77293509805358e-05,0.000221716101376021,0.000222406905511273,1.37109620099728e-06,3.42830895441288e-07,3.42830895441288e-07,1.37109620099729e-06,1.37109620099728e-06,3.42830895441288e-07,3.42830895441288e-07,1.37109620099729e-06,1.68695376172361e-05,1.71468706516078e-05,1.68695376172361e-05,1.71468706516078e-05,0,1
0.93998,10.0149305088267,10.0173002286631,0.876165430576001,0.0534087952467411,10.1479667844818,9.82788586689505,0.000928661764046214,7.71451219978946e-06,0.000933186264584535,0.000933186264584535,-6.8901023426212e-08,-6.8901023426212e-08,0.995078086110591,120.37854629938,0,1,0,1,0.153536088240527,-0.218492917163246,0.0204998125854114,-0.0290785553952304,0.0204998125854114,-0.0290785553952304,0.0204998125854114,-0.0290785553952304,0.0204998125854114,-0.0290785553952304,0,0,0,0,0,0,0,0,2.81289097194346e-07,2.81289097194346e-07,3.3161571692963e-06,3.3161571692963e-06,0,0,1,0.685189613008037,-0.728364739828814,1,0.989888906600903,0.990103585696005,0.0241365256826055,-0.0256574149920399,-0.00363671309719404,-0.00342114040319049,1.66666666666669,1.79222887071087e-05,4.47982113980945e-06,4.47982113980945e-06,1.79222887071087e-05,0.000224367190782058,0.000224399045901073,1.92937726572893e-07,4.83405809345419e-08,4.83405809345419e-08,1.92937726572893e-07,1.92937726572893e-07,4.83405809345419e-08,4.83405809345419e-08,1.92937726572893e-07,2.65108940603691e-06,1.9921403898004e-06,2.65108940603691e-06,1.9921403898004e-06,0,1
0.95998,10.0027345688961,10.0160852290302,0.950492337785799,0.0200034436917758,9.91543439236786,10.0071038176349,0.000930170669229279,1.36040069144843e-05,0.000933141030654206,0.000933141030654206,-4.52339303289419e-08,-4.52339303289419e-08,0.996768495776328,68.3747571624457,0,1,0,1,-0.0994961164588677,-0.0101964110281294,-0.0121959399306242,-0.00121499963284144,-0.0121959399306242,-0.00121499963284144,-0.0121959399306242,-0.00121499963284144,-0.0121959399306242,-0.00121499963284144,0,0,0,0,0,0,0,0,2.18830144266763e-06,2.18830144266763e-06,2.63502070975355e-05,2.63502070975355e-05,0,0,1,-0.874673288016297,0.484712945185866,1,0.820701316962817,0.822314014942828,-0.00881542694673196,0.00488519726961375,-0.00338051298389221,-0.00610019690245519,1.66666666666668,1.94234423631063e-05,4.85514673589336e-06,4.85514673589336e-06,1.94234423631063e-05,0.000242918102152017,0.000243112599850735,1.50115365599757e-06,3.75325596083914e-07,3.75325596083914e-07,1.50115365599757e-06,1.50115365599757e-06,3.75325596083914e-07,3.75325596083914e-07,1.50115365599757e-06,1.85509113699595e-05,1.87135539496622e-05,1.85509113699595e-05,1.87135539496622e-05,0,1
0.97998,10.0030036027308,9.99100063196437,0.901835130423529,0.041871851495043,10.0046797696671,9.80673500838421,0.000929626446316476,1.04181035083526e-05,0.00093308831188914,0.00093308831188914,-5.27187650659717e-08,-5.27187650659717e-08,0.996233597899464,89.2318304911587,0,1,0,1,0.00194520077095461,-0.209350220646012,0.000269033834692678,-0.0250845970658542,0.000269033834692678,-0.0250845970658542,0.000269033834692678,-0.0250845970658542,0.000269033834692678,-0.0250845970658542,0,0,0,0,0,0,0,0,7.02281417620037e-07,7.02281417620037e-07,8.09285010041973e-06,8.09285010041973e-06,0,0,1,0.962759626598206,0.2703588381993,1,-0.261401966756588,-0.260018228317462,-0.00627991506953806,-0.00176350409311373,0.00654894890423073,-0.0233210929727405,1.66666666666668,1.99051869482204e-05,4.9756529576434e-06,4.9756529576434e-06,1.99051869482204e-05,0.000248824408900689,0.000248645208940347,4.81744585114076e-07,1.2050622175004e-07,1.2050622175004e-07,4.81744585114079e-07,4.81744585114076e-07,1.2050622175004e-07,1.2050622175004e-07,4.81744585114079e-07,5.90630674867222e-06,5.53260908961158e-06,5.90630674867222e-06,5.53260908961158e-06,0,1
0.99998,9.99207725983708,10.0281577224055,0.855039865881068,0.0629034310646886,9.91392767373923,10.292640350614,0.000924438578579467,1.5695065440159e-05,0.000932958565889495,0.000932958565889495,-1.29745999645167e-07,-1.29745999645167e-07,0.990729995007245,58.8999505666938,0,1,0,1,-0.0890759289915675,0.30163971864965,-0.010926342893713,0.037157090441168,-0.010926342893713,0.037157090441168,-0.010926342893713,0.037157090441168,-0.010926342893713,0.037157090441168,0,0,0,0,0,0,0,0,7.24484618065908e-07,7.24484618065908e-07,8.34700741493014e-06,8.34700741493014e-06,0,0,1,0.948413258200595,-0.317036735520235,1,-0.57266085711872,-0.571719413405169,-0.0210005735755658,0.00702009723385971,0.0100742306818528,0.0301369932073083,1.66666666666668,1.94081726499584e-05,4.85149270542779e-06,4.85149270542779e-06,1.94081726499584e-05,0.000242580493837497,0.000243105709191403,-4.97014298261941e-07,-1.2416025221561e-07,-1.2416025221561e-07,-4.97014298261938e-07,-4.97014298261941e-07,-1.2416025221561e-07,-1.2416025221561e-07,-4.97014298261938e-07,-6.24391506319179e-06,-5.53949974894352e-06,-6.24391506319179e-06,-5.53949974894352e-06,0,1
1.01998,9.98969978494916,10.0200002624934,0.961500193723984,0.0150560927083216,9.97080503529603,9.95594525357837,0.000924355844628622,9.5640239471616e-06,0.000932829525070582,0.000932829525070582,-1.29040818913108e-07,-1.29040818913108e-07,0.990779096118924,96.6492607833223,0,1,0,1,-0.0212722245410468,-0.0722124688271677,-0.00237747488792017,-0.00815745991213923,-0.00237747488792017,-0.00815745991213923,-0.00237747488792017,-0.00815745991213923,-0.00237747488792017,-0.00815745991213923,0,0,0,0,0,0,0,0,2.39249549704058e-06,2.39249549704058e-06,2.88468528680787e-05,2.88468528680787e-05,0,0,1,0.68433364264577,-0.729169023987694,1,0.506078133884461,0.508562427684212,0.00295712955616314,-0.00315087135558053,-0.00533460444408331,-0.0050065885565587,1.66666666666669,2.10494060341781e-05,5.26182224397296e-06,5.26182224397296e-06,2.10494060341781e-05,0.000263001706168717,0.000263480080526878,1.64123338421964e-06,4.10329538545166e-07,4.10329538545166e-07,1.64123338421964e-06,1.64123338421964e-06,4.10329538545166e-07,4.10329538545166e-07,1.64123338421964e-06,2.04212123312199e-05,2.03743713354746e-05,2.04212123312199e-05,2.03743713354746e-05,0,1
1.03998,9.99753583682241,10.0217571818871,0.961322311619163,0.0151360397217246,10.0635999857001,10.0363175168706,0.00092255541471409,1.19883082903561e-05,0.000932675413415235,0.000932675413415235,-1.54111655347442e-07,-1.54111655347442e-07,0.988986079363285,76.954595456904,0,1,0,1,0.0739002007509519,0.0163172543771797,0.00783605187325165,0.0017569193937117,0.00783605187325165,0.0017569193937117,0.00783605187325165,0.0017569193937117,0.00783605187325165,0.0017569193937117,0,0,0,0,0,0,0,0,2.29492668944608e-06,2.29492668944608e-06,2.80356417379651e-05,2.80356417379651e-05,0,0,1,0.378722224411132,-0.925510387157853,1,0.170267259253529,0.167066033542667,0.000508108827502137,-0.00124170161492641,0.00732794304574951,0.00299862100863811,1.66666666666669,2.26237079384009e-05,5.65541819075885e-06,5.65541819075885e-06,2.26237079384009e-05,0.000282859558499363,0.000283270555722633,1.57430190422285e-06,3.93595946785894e-07,3.93595946785894e-07,1.57430190422285e-06,1.57430190422285e-06,3.93595946785894e-07,3.93595946785894e-07,1.57430190422285e-06,1.98578523306458e-05,1.9790475195755e-05,1.98578523306458e-05,1.9790475195755e-05,0,1
1.05998,9.98479218898546,9.99308849049819,0.86631047649504,0.0578379880921168,9.87993725549287,9.75755764492144,0.000926083815985913,1.46594462573018e-05,0.000932576539453795,0.000932576539453795,-9.88739614398099e-08,-9.88739614398099e-08,0.992932592266579,63.1731785578604,0,1,0,1,-0.117598581329545,-0.26419953696567,-0.0127436478369507,-0.0286686913889156,-0.0127436478369507,-0.0286686913889156,-0.0127436478369507,-0.0286686913889156,-0.0127436478369507,-0.0286686913889156,0,0,0,0,0,0,0,0,9.2725613549122e-07,9.2725613549122e-07,1.20611751612228e-05,1.20611751612228e-05,0,0,1,-0.968801022674166,-0.247839824212099,1,0.620383933029777,0.619992127269731,-0.0188444417458743,-0.00482080739012949,0.00610079390892364,-0.0238478839987861,1.66666666666668,2.19875994756152e-05,5.49645909546866e-06,5.49645909546866e-06,2.19875994756152e-05,0.000274469212103305,0.000274606028405817,-6.36108462785694e-07,-1.58959095290194e-07,-1.58959095290194e-07,-6.36108462785694e-07,-6.36108462785694e-07,-1.58959095290194e-07,-1.58959095290194e-07,-6.36108462785694e-07,-8.39034639605848e-06,-8.66452731681578e-06,-8.39034639605848e-06,-8.66452731681578e-06,0,1
1.07998,9.98879496525441,9.9820730969498,0.944360333288242,0.0227594007693293,10.0232774439394,9.88599673901562,0.000931641787927141,1.80052410681851e-05,0.000932562518180895,0.000932562518180895,-1.40212728997864e-08,-1.40212728997864e-08,0.99899766776524,51.74281112858,0,1,0,1,0.038485254953935,-0.107091751482569,0.00400277626895118,-0.0110153935483925,0.00400277626895118,-0.0110153935483925,0.00400277626895118,-0.0110153935483925,0.00400277626895118,-0.0110153935483925,0,0,0,0,0,0,0,0,1.69836289688295e-06,1.69836289688295e-06,2.0430421976466e-05,2.0430421976466e-05,0,0,1,0.842127456346373,-0.539278543303538,1,0.792303580523486,0.794464269248523,0.00784122827446731,-0.00502133748246535,-0.00383845200551612,-0.00599405606592719,1.66666666666668,2.31526610404149e-05,5.78774901115561e-06,5.78774901115561e-06,2.31526610404149e-05,0.000289041916608389,0.00028892519128442,1.16506156479965e-06,2.91289915686951e-07,2.91289915686951e-07,1.16506156479965e-06,1.16506156479965e-06,2.91289915686951e-07,2.91289915686951e-07,1.16506156479965e-06,1.45727045050842e-05,1.4319162878603e-05,1.45727045050842e-05,1.4319162878603e-05,0,1
1.09998,10.0039910631211,9.96803524595364,0.905038467332277,0.0404321495135832,10.1370006907679,9.8445811670694,0.000923506054853426,1.23374409237612e-05,0.000932426671230983,0.000932426671230983,-1.3584694991207e-07,-1.3584694991207e-07,0.990288626069429,74.8539393658357,0,1,0,1,0.148205725513501,-0.137491929880396,0.0151960978667187,-0.0140378509961572,0.0151960978667187,-0.0140378509961572,0.0151960978667187,-0.0140378509961572,0.0151960978667187,-0.0140378509961572,0,0,0,0,0,0,0,0,2.76739014768877e-07,2.76739014768877e-07,3.3947742327441e-06,3.3947742327441e-06,0,0,1,-0.456998724129683,0.889467349678354,1,-0.939966893807721,-0.939242565394484,0.00887985421691984,-0.0172830688113968,0.00631624364979887,0.00324521781523961,1.66666666666669,2.33424931340953e-05,5.83524656221381e-06,5.83524656221381e-06,2.33424931340953e-05,0.000291685036504539,0.000291055545552113,1.89832093680435e-07,4.74975510582056e-08,4.74975510582056e-08,1.89832093680435e-07,1.89832093680435e-07,4.74975510582056e-08,4.74975510582056e-08,1.89832093680435e-07,2.6431198961505e-06,2.13035426769275e-06,2.6431198961505e-06,2.13035426769275e-06,0,1
1.11998,10.0060688660637,9.95481862732308,0.934541090646172,0.0271725435298103,10.0247379357552,9.8337659444626,0.000932455849100769,1.05795983017644e-05,0.000932427108784929,0.00093242710889903,4.37668046769646e-10,4.37553945875115e-10,1.00003129240128,88.1371695299332,0.000260770010701572,1,0.000260770010701572,0.999739297972569,0.0207468726340423,-0.134269301491043,0.00207832551413389,-0.013219942600406,0.00207780294258697,-0.0132166186305636,0.00207780294258697,-0.0132166186305636,0.00207780294258697,-0.0132166186305636,5.225715469237e-07,-3.32396984248362e-06,5.225715469237e-07,-3.32396984248362e-06,0,0,0,0,1.25434844134908e-06,1.25402143016732e-06,1.49533470115821e-05,1.49494486436993e-05,0,0,1,0.550761405314507,-0.834662730937465,1,0.908977537976169,0.910070946464369,0.00670595668096022,-0.0101626803600778,-0.00462815373837325,-0.00305393827048574,1.66666666666668,2.42027389370455e-05,6.0503326662886e-06,6.0503326662886e-06,2.42027389370455e-05,0.000302405237486197,0.000301474917206079,8.60470129257405e-07,2.15142192080448e-07,2.15142192080448e-07,8.60470129257405e-07,8.60245802950163e-07,2.15086104074787e-07,2.15086104074787e-07,8.60245802950163e-07,1.07229964885819e-05,1.04220887136241e-05,1.07202009816572e-05,1.04193716539664e-05,0,1
